id,source_x,title,doi,license,abstract,publish_time,journal,url,volume,issue,start_page,end_page,subject_class
216,AMC,The combinatorial (19_4) configurations,10.26493/1855-3974.216.59d,CC BY 4.0,"A parallel backtrack search is carried out to classify, up to isomorphism, all combinatorial (19<sub>4</sub>) configurations. A total of 269 224 652 such configurations were found. We prove that two of the combinatorial (19<sub>4</sub>) configurations are not geometrically realizable over any field. Also we confirmed the computation of the 971 171 combinatorial (18<sub>4</sub>) configurations which lacked an independent verification.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/216,5,2,235,241,05B25;14N20;62K10;68P10;94B05
182,AMC,"On graphs with the smallest eigenvalue at least -1 - √2, Part II",10.26493/1855-3974.182.139,CC BY 4.0,"This is a continuation of the article with the same title. In this paper, the family ℋ is the same as in the previous paper [T. Taniguchi, On graphs with the smallest eigenvalue at least −1 − √2, part I, <em>Ars Math. Contemp</em> <strong>1</strong> (2008), 81-98]. The main result is that a minimal graph which is not an ℋ-line graph, is just isomorphic to one of the 38 graphs found by computer.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/182,5,2,243,258,05C50
206,AMC,Duality on hypermaps with symmetric or alternating monodromy group,10.26493/1855-3974.206.a03,CC BY 4.0,"Duality is the operation that interchanges hypervertices and hyperfaces on oriented hypermaps. The duality index measures how far a hypermap is from being self-dual. We say that an oriented regular hypermap has <em>duality-type</em> {<em>l</em>, <em>n</em>} if <em>l</em> is the valency of its vertices and <em>n</em> is the valency of its faces. Here, we study some properties of the duality index of oriented regular hypermaps and we prove that for each pair <em>n</em>, <em>l</em> ∈ <strong>N</strong>, with <em>n</em>, <em>l</em> ≥ 2 (but not both equal to 2), it is possible to find an oriented regular hypermap with extreme duality index and of duality-type {<em>l</em>, <em>n</em>}, even if we are restricted to hypermaps with alternating or symmetric monodromy group.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/206,5,2,259,267,05C10;05C25;20B15;20B35;20F05
212,AMC,Posets of geometric graphs,10.26493/1855-3974.212.563,CC BY 4.0,"A <em>geometric graph</em> <em>Ḡ</em> is a simple graph drawn in the plane, on points in general position, with straight-line edges. We call <em>Ḡ</em> a <em>geometric realization</em> of the underlying abstract graph <em>G</em>. A <em>geometric homomorphism</em> <em>f</em>: <em>Ḡ</em> → <em>̄H</em> is a vertex map that preserves adjacencies and crossings (but not necessarily non-adjacencies or non-crossings). This work uses geometric homomorphisms to introduce a partial order on the set of isomorphism classes of geometric realizations of an abstract graph <em>G</em>. Set <em>Ḡ</em> ≼ <em>Ĝ</em> if <em>Ḡ</em> and <em>Ĝ</em> are geometric realizations of <em>G</em> and there is a vertex-injective geometric homomorphism <em>f</em>: <em>Ḡ</em> → <em>Ĝ</em>. This paper develops tools to determine when two geometric realizations are comparable. Further, for 3 ≤ <em>n</em> ≤ 6, this paper provides the isomorphism classes of geometric realizations of <em>P</em><sub><em>n</em></sub>, <em>C</em><sub><em>n</em></sub> and <em>K</em><sub><em>n</em></sub>, as well as the Hasse diagrams of the geometric homomorphism posets (resp., <em><strong>P</strong></em><sub><em>n</em></sub>, <em><strong>C</strong></em><sub><em>n</em></sub>, <em><strong>K</strong></em><sub><em>n</em></sub>) of these graphs. The paper also provides the following results for general <em>n</em>: each of <em><strong>P</strong></em><sub><em>n</em></sub> and <em><strong>C</strong></em><sub><em>n</em></sub> has a unique minimal element and a unique maximal element; if <em>k</em> ≤ <em>n</em> then <em><strong>P</strong></em><sub><em>k</em></sub> (resp., <em><strong>C</strong></em><sub><em>k</em></sub>) is a subposet of <em><strong>P</strong></em><sub><em>n</em></sub> (resp., <em><strong>C</strong></em><sub><em>n</em></sub>); and <em><strong>K</strong></em><sub><em>n</em></sub> contains a chain of length <em>n</em> − 2.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/212,5,2,269,288,05C62
228,AMC,Facial parity edge coloring of outerplane graphs,10.26493/1855-3974.228.ee8,CC BY 4.0,"A <em>facial parity edge coloring</em> of a 2-edge-connected plane graph is such an edge coloring in which no two face-adjacent edges (consecutive edges of a facial walk of some face) receive the same color, in addition, for each face <em>f</em> and each color <em>c</em>, either no edge or an odd number of edges incident with <em>f</em> is colored with <em>c</em>. It is known that any 2-edge-connected plane graph has a facial parity edge coloring with at most 92 colors. In this paper we prove that any 2-edge-connected outerplane graph has a facial parity edge coloring with at most 15 colors. If a 2-edge-connected outerplane graph does not contain any inner edge, then 10 colors are sufficient. Moreover, this bound is tight.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/228,5,2,289,293,05C10;05C15
231,AMC,Side lengths of pseudoconvex fullerene patches,10.26493/1855-3974.231.d5b,CC BY 4.0,"<p>In this paper we consider fullerene patches with nice boundaries containing between one and five pentagonal faces.  We find necessary conditions for the side lengths of such patches, and then prove these conditions are sufficient by constructing such patches.</p>",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/231,5,2,295,306,05C10;05C75;92E10
202,AMC,Factors of disconnected graphs and polynomials with nonnegative integer coefficients,10.26493/1855-3974.202.37f,CC BY 4.0,"We investigate the uniqueness of factorisation of possibly disconnected finite graphs with respect to the Cartesian, the strong and the direct product. It is proved that if a graph has <em>n</em> connected components, where <em>n</em> is prime, or <em>n</em> = 1, 4, 8, 9, and satisfies some additional natural conditions, it factors uniquely under the given products. If, on the contrary, <em>n</em> = 6 or 10, all cases of nonunique factorisation are described precisely.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/202,5,2,307,323,05C70;13A05;20M13
201,AMC,On the core of a unicyclic graph,10.26493/1855-3974.201.6e1,CC BY 4.0,"A set <em>S</em> ⊆ <em>V</em> is <em>independent</em> in a graph <em>G</em> = (<em>V</em>, <em>E</em>) if no two vertices from <em>S</em> are adjacent. By core(<em>G</em>) we mean the intersection of all maximum independent sets. The <em>independence number</em> <em>α</em>(<em>G</em>) is the cardinality of a maximum independent set, while <em>μ</em>(<em>G</em>) is the size of a maximum matching in <em>G</em>. A connected graph having only one cycle, say <em>C</em>, is a <em>unicyclic graph</em>. In this paper we prove that if <em>G</em> is a unicyclic graph of order <em>n</em> and <em>n</em> − 1 = <em>α</em>(<em>G</em>) + <em>μ</em>(<em>G</em>), then core(<em>G</em>) coincides with the union of cores of all trees in <em>G</em> − <em>C</em>.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/201,5,2,325,331,05C69;05C70
235,AMC,Orienting and separating distance-transitive graphs,10.26493/1855-3974.235.446,CC BY 4.0,"It is shown that exactly 7 distance-transitive cubic graphs among the existing 12 possess a particular ultrahomogeneous property with respect to oriented cycles realizing the girth that allows the construction of a related Cayley digraph with similar ultrahomogeneous properties in which those oriented cycles appear minimally ''pulled apart'', or ''separated'' and whose description is truly beautiful and insightful. This work is proposed as the initiation of a study of similar ultrahomogeneous properties for distance-transitive graphs in general with the aim of generalizing to constructions of similar related ''separator'' Cayley digraphs.",2012-07-11T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/235,6,2,221,236,05C62;05B30;05C20;05C38
250,AMC,"Wiener index of iterated line graphs of trees homeomorphic to the claw <em>K</em><sub>1,3</sub>",10.26493/1855-3974.250.d49,CC BY 4.0,"Let <em>G</em> be a graph. Denote by <em>L</em><sup><em>i</em></sup>(<em>G</em>) its <em>i</em>-iterated line graph and denote by <em>W</em>(<em>G</em>) its Wiener index. Dobrynin, Entringer and Gutman stated the following problem: Does there exist a non-trivial tree <em>T</em> and <em>i</em> ≥ 3 such that <em>W</em>(<em>L</em><sup><em>i</em></sup>(<em>T</em>)) = <em>W</em>(<em>T</em>)? In a series of five papers we solve this problem. In a previous paper we proved that <em>W</em>(<em>L</em><sup><em>i</em></sup>(<em>T</em>)) &gt; <em>W</em>(<em>T</em>) for every tree <em>T</em> that is not homeomorphic to a path, claw <em>K</em><sub>1,3</sub> and to the graph of ""letter <em>H</em>"", where <em>i</em> ≥ 3. Here we prove that <em>W</em>(<em>L</em><sup><em>i</em></sup>(<em>T</em>)) &gt; <em>W</em>(<em>T</em>) for every tree <em>T</em> homeomorphic to the claw, <em>T</em> ≠ <em>K</em><sub>1,3</sub> and <em>i</em> ≥ 4.",2012-07-11T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/250,6,2,211,219,05C12
219,AMC,On regular and equivelar Leonardo polyhedra,10.26493/1855-3974.219.440,CC BY 4.0,"<p>A Leonardo polyhedron is a 2-manifold without boundary, embedded in Euclidean 3-space <strong>E</strong><sup>3</sup>, built up of convex polygons and with the geometric symmetry (or rotation) group of a Platonic solid and of genus <em>g</em> ≥ 2. The polyhedra are named in honour of Leonardo's famous illustrations in [1] (cf. also [2]). Only six combinatorially regular Leonardo polyhedra are known: Coxeter's four regular skew polyhedra, and the polyhedral realizations of the regular maps by Klein of genus 3 and by Fricke and Klein of genus 5. In this paper we construct infinite series of equivelar (i.e. locally regular) Leonardo polyhedra, which share some properties with the regular ones, namely the same Schläfli symbols and related topological structure. So the weaker condition of local regularity allows a much greater variety of symmetric polyhedra.</p><p>[1] L. Pacioli, <em>De Divina Proportione (Disegni di Leonardo da Vinci 1500-1503)</em>, Faksimile Dominiani, Como, 1967. <br />[2] D. Huylebrouk, Lost in triangulation: Leonardo da Vinci's mathematical slip-up, <em>Scientific American</em>, March 29, 2011.</p>",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/219,6,1,1,11,52B15;52B70
326,AMC,PhD Fellowship at the University of Primorska,NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/326,5,1,NA,NA,NA
324,AMC,2012 Graph Theory Semester,NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/324,5,1,NA,NA,NA
325,AMC,Symmetries of Graphs and Networks (SYGN III),NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/325,5,1,NA,NA,NA
323,AMC,Computers in Scientific Discovery 6 (CSD6),NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/323,5,1,NA,NA,NA
327,AMC,The next step,NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/327,5,1,NA,NA,NA
248,AMC,Line graphs and geodesic transitivity,10.26493/1855-3974.248.aae,CC BY 4.0,"For a graph Γ, a positive integer <em>s</em> and a subgroup <em>G</em> ≤ Aut(Γ), we prove that <em>G</em> is transitive on the set of <em>s</em>-arcs of Γ if and only if Γ has girth at least 2(<em>s</em> − 1) and <em>G</em> is transitive on the set of (<em>s</em> − 1)-geodesics of its line graph. As applications, we first classify 2-geodesic transitive graphs of valency 4 and girth 3, and determine which of them are geodesic transitive. Secondly we prove that the only non-complete locally cyclic 2-geodesic transitive graphs are the octahedron and the icosahedron.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/248,6,1,13,20,05E18;20B25
291,AMC,Johnson graphs are Hamilton-connected,10.26493/1855-3974.291.574,CC BY 4.0,We prove that the Johnson graphs are Hamilton-connected and apply this to obtain that another family of graphs is Hamilton-connected.,2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/291,6,1,21,23,05C70
251,AMC,Nonorientable regular maps over linear fractional groups,10.26493/1855-3974.251.044,CC BY 4.0,"It is well known that for any given hyperbolic pair (<em>k</em>, <em>m</em>) there exist infinitely many regular maps of valence <em>k</em> and face length <em>m</em> on an orientable surface, with automorphism group isomorphic to a linear fractional group. A nonorientable analogue of this result was known to be true for all pairs (<em>k</em>, <em>m</em>) as above with at least one even entry. In this paper we establish the existence of such regular maps on nonorientable surfaces for all hyperbolic pairs.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/251,6,1,25,35,05C10;05C25;20G99
217,AMC,Embeddings of cubic Halin graphs: Genus distributions,10.26493/1855-3974.217.440,CC BY 4.0,"We derive an <em>O</em>(<em>n</em><sup>2</sup>)-time algorithm for calculating the <em>genus distribution</em> of a given 3-regular <em>Halin graph</em> <em>G</em>; that is, we calculate the sequence of numbers <em>g</em><sub>0</sub>(<em>G</em>), <em>g</em><sub>1</sub>(<em>G</em>), <em>g</em><sub>2</sub>(<em>G</em>), … on the respective orientable surfaces <em>S</em><sub>0</sub>, <em>S</em><sub>1</sub>, <em>S</em><sub>2</sub>, …. Key topological features are a <em>quadrangular decomposition</em> of plane Halin graphs and a new <em>recombinant-strands</em> reassembly process that fits pieces together three-at-a-vertex. Key algorithmic features are reassembly along a <em>post-order traversal</em>, with just-in-time <em>dynamic assignment of roots</em> for quadrangular pieces encountered along the tour.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/217,6,1,37,56,05C10
286,AMC,Markov chain algorithms for generating sets uniformly at random,10.26493/1855-3974.286.93a,CC BY 4.0,"In this paper we tackle the problem of generating uniformly at random two representative types of sets with <em>n</em> elements: transitive sets and weakly transitive sets, that is, transitive sets with atoms. A set is said to be <em>transitive</em> if any of its elements is also a subset of it; a set is <em>weakly transitive</em> if any of its elements, unless disjoint from it, is also a subset of it. We interpret such sets as (weakly) extensional acyclic digraphs—that is, acyclic digraphs whose (non-sink) vertices have pairwise different out-neighborhoods—and employ a Markov chain technique already given for acyclic digraphs. We thus propose Markov chain-based algorithms for generating uniformly at random (weakly) extensional acyclic digraphs with a given number of vertices. The Markov chain is then refined to generate such digraphs which are also simply connected, and digraphs in which the number of arcs is fixed.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/286,6,1,57,68,03E75;05C81;05C20
240,AMC,Complex parametrization of triangulations on oriented maps,10.26493/1855-3974.240.170,CC BY 4.0,"We consider here triangulations of oriented maps having a specified set <em>S</em> of vertices of degree different from 6 and some other vertices of degree 6. Such map can be described by specifying the relative positions between elements of <em>S</em> using Eisenstein integers. We first consider the case of 1 parameter, which corresponds to the Goldberg-Coxeter construction. Then we develop the general theory, the special case of positive curvature studied by Thurston and finally extend the theory to quadrangulations and some other cases. In the last section we expose application of parameterizations to the study of zigzags.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/240,6,1,69,81,05C10;57M20
246,AMC,On the minimum rainbow subgraph number of a graph,10.26493/1855-3974.246.94d,CC BY 4.0,"We consider the Minimum Rainbow Subgraph problem (MRS): Given a graph <em>G</em>, whose edges are coloured with <em>p</em> colours. Find a subgraph <em>F</em> ⊆ <em>G</em> of minimum order and with <em>p</em> edges such that each colour occurs exactly once. This problem is NP-hard and APX-hard. For a given graph <em>G</em> and an edge colouring <em>c</em> with <em>p</em> colours we define the <em>rainbow subgraph number</em> <em>rs</em>(<em>G</em>, <em>c</em>) to be the order of a minimum rainbow subgraph of <em>G</em> with size <em>p</em>. In this paper we will show lower and upper bounds for the rainbow subgraph number of a graph.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/246,6,1,83,88,05C15;05C35
282,AMC,A note on domination and independence-domination numbers of graphs,10.26493/1855-3974.282.71c,CC BY 4.0,"Vizing's conjecture is true for graphs <em>G</em> satisfying <em>γ</em><sup><em>i</em></sup>(<em>G</em>) = <em>γ</em>(<em>G</em>), where <em>γ</em>(<em>G</em>) is the <em>domination number</em> of a graph <em>G</em> and <em>γ</em><sup><em>i</em></sup>(<em>G</em>) is the <em>independence-domination number</em> of <em>G</em>, that is, the maximum, over all independent sets <em>I</em> in <em>G</em>, of the minimum number of vertices needed to dominate <em>I</em>. The equality <em>γ</em><sup><em>i</em></sup>(<em>G</em>) = <em>γ</em>(<em>G</em>) is known to hold for all chordal graphs and for chordless cycles of length 0 (mod 3). We prove some results related to graphs for which the above equality holds. More specifically, we show that the problems of determining whether <em>γ</em><sup><em>i</em></sup>(<em>G</em>) = <em>γ</em>(<em>G</em>) = 2 and of verifying whether <em>γ</em><sup><em>i</em></sup>(<em>G</em>) ≥ 2 are NP-complete, even if <em>G</em> is weakly chordal. We also initiate the study of the equality <em>γ</em><sup><em>i</em></sup> = <em>γ</em> in the context of hereditary graph classes and exhibit two infinite families of graphs for which <em>γ</em><sup><em>i</em></sup> &lt; <em>γ</em>.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/282,6,1,89,97,05C69;68Q17
333,AMC,CoNE Revisited 2010 photos,NA,CC BY 4.0,NA,2011-10-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/333,5,1,NA,NA,NA
183,AMC,Developments and open problems on chiral polytopes,10.26493/1855-3974.183.8a2,CC BY 4.0,This paper presents the current state of the theory of abstract chiral polytopes together with 39 open problems on this topic.,2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/183,5,2,333,354,NA
189,AMC,The tomotope,10.26493/1855-3974.189.e64,CC BY 4.0,"Every abstract 3-polytope <em>M</em>, in particular, every polyhedral map, has a unique minimal regular cover, and the automorphism group of this cover is isomorphic to the monodromy group of <em>M</em>. Here we demonstrate that the situation for polytopes of higher rank must be very different: the tomotope <em>T</em> is a small, highly involved, abstract uniform 4-polytope. It has infinitely many distinct minimal regular covers.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/189,5,2,355,370,51M20;05C25
204,AMC,Two atlases of abstract chiral polytopes for small groups,10.26493/1855-3974.204.f8b,CC BY 4.0,"We construct chiral abstract polytopes in two different ways. Firstly we seek them as quotients of regular polytopes arising from the Atlas of Small Regular Polytopes (<a href=""http://www.abstract-polytopes.com/atlas/"">http://www.abstract-polytopes.com/atlas/</a>); the resulting atlas of chiral polytopes atlas is available on the website <a href=""http://www.abstract-polytopes.com/chiral/"">http://www.abstract-polytopes.com/chiral/</a>. Secondly, for each almost simple group Γ such that <em>S</em> ≤ Γ ≤ Aut(<em>S</em>) where <em>S</em> is a simple group and Γ is a group of order less than 900,000 listed in the Atlas of Finite Groups, we give, up to isomorphism, the number of abstract chiral polytopes on which Γ acts regularly. The results have been obtained using a series of Magma programs. All these polytopes are made available on the third author's website, at <a href=""http://math.auckland.ac.nz/~dleemans/CHIRAL/"">http://math.auckland.ac.nz/~dleemans/CHIRAL/</a>.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/204,5,2,371,382,52B15;20F65
243,AMC,On D. G. Higman's note on regular 3-graphs,10.26493/1855-3974.243.260,CC BY 4.0,"We introduce the notion of a <em>t</em>-graph and prove that regular 3-graphs are equivalent to cyclic antipodal 3-fold covers of a complete graph. This generalizes the equivalence of regular two-graphs and Taylor graphs. As a consequence, an equivalence between cyclic antipodal distance regular graphs of diameter 3 and certain rank 6 commutative association schemes is proved. New examples of regular 3-graphs are presented.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/243,6,1,99,115,05E30;05B20;05E18
237,AMC,Some properties of the Zagreb eccentricity indices,10.26493/1855-3974.237.48a,CC BY 4.0,"<p>The concept of Zagreb eccentricity (<span class=""math""><em>E</em><sub>1</sub></span> and <span class=""math""><em>E</em><sub>2</sub></span>) indices was introduced in the chemical graph theory very recently . The first Zagreb eccentricity (<span class=""math""><em>E</em><sub>1</sub></span>) and the second Zagreb eccentricity (<span class=""math""><em>E</em><sub>2</sub></span>) indices of a graph <span class=""math""><em>G</em></span> are defined as</p><p><span class=""math""><em>E</em><sub>1</sub> = <em>E</em><sub>1</sub>(<em>G</em>) = ∑<sub><em>v</em><sub><em>i</em></sub> ∈ <em>V</em>(<em>G</em>) </sub><em>e</em><sub><em>i</em></sub><sup>2</sup></span></p><p>and</p><p><span class=""math""><em>E</em><sub>2</sub> = <em>E</em><sub>2</sub>(<em>G</em>) = ∑<sub><em>v</em><sub><em>i</em></sub><em>v</em><sub><em>j</em></sub> ∈ <em>E</em>(<em>G</em>) </sub><em>e</em><sub><em>i </em></sub>⋅ <em>e</em><sub><em>j</em></sub> , </span></p><p>where <span class=""math""><em>E</em>(<em>G</em>)</span> is the edge set and <span class=""math""><em>e</em><sub><em>i</em></sub></span> is the eccentricity of the vertex <span class=""math""><em>v</em><sub><em>i</em></sub></span> in <span class=""math""><em>G</em></span>. In this paper we give some lower and upper bounds on the first Zagreb eccentricity and the second Zagreb eccentricity indices of trees and graphs, and also characterize the extremal graphs.</p>",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/237,6,1,117,125,05C40;05C90
244,AMC,Consensus strategies for signed profiles on graphs,10.26493/1855-3974.244.120,CC BY 4.0,"The median problem is a classical problem in Location Theory: one searches for a location that minimizes the average distance to the sites of the clients. This is for desired facilities as a distribution center for a set of warehouses. More recently, for obnoxious facilities, the antimedian was studied. Here one maximizes the average distance to the clients. In this paper the mixed case is studied. Clients are represented by a profile, which is a sequence of vertices with repetitions allowed. In a <em>signed</em> profile each element is provided with a sign from {+, −}. Thus one can take into account whether the client prefers the facility (with a + sign) or rejects it (with a − sign). The graphs for which all median sets, or all antimedian sets, are connected are characterized. Various consensus strategies for signed profiles are studied, amongst which Majority, Plurality and Scarcity. Hypercubes are the only graphs on which Majority produces the median set for all signed profiles. Finally, the antimedian sets are found by the Scarcity Strategy on e.g. Hamming graphs, Johnson graphs and halfcubes.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/244,6,1,127,145,05C99;05C12;90B80
256,AMC,Quasi m-Cayley circulants,10.26493/1855-3974.256.e06,CC BY 4.0,"A graph <span class=""math"">Γ </span> is called a <em>quasi m-Cayley graph on a group <span class=""math""><em>G</em></span></em> if there exists a vertex <span class=""math"">∞ ∈ <em>V</em>(Γ )</span> and a subgroup <span class=""math""><em>G</em></span> of the vertex stabilizer <span class=""math"">Aut(Γ )<sub>∞</sub></span> of the vertex <span class=""math"">∞</span> in the full automorphism group <span class=""math"">Aut(Γ )</span> of <span class=""math"">Γ </span>, such that <span class=""math""><em>G</em></span> acts semiregularly on <span class=""math""><em>V</em>(Γ ) ∖ {∞}</span> with <span class=""math""><em>m</em></span> orbits. If the vertex <span class=""math"">∞</span> is adjacent to only one orbit of <span class=""math""><em>G</em></span> on <span class=""math""><em>V</em>(Γ ) ∖ {∞}</span>, then <span class=""math"">Γ </span> is called a <em>strongly quasi <span class=""math""><em>m</em></span>-Cayley graph on <span class=""math""><em>G</em></span></em>. In this paper complete classifications of quasi <span class=""math"">2</span>-Cayley, quasi <span class=""math"">3</span>-Cayley and strongly quasi <span class=""math"">4</span>-Cayley connected circulants are given.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/256,6,1,147,154,05C15;05C10
342,AMC,Configurations from a Graphical Viewpoint,NA,CC BY 4.0,NA,2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/342,5,2,NA,NA,NA
203,AMC,Symmetric graphicahedra,10.26493/1855-3974.203.7ba,CC BY 4.0,"Given a connected graph <span class=""math""><em>G</em></span> with <span class=""math""><em>p</em></span> vertices and <span class=""math""><em>q</em></span> edges, the <span class=""math""><em>G</em></span>-graphicahedron is a vertex-transitive simple abstract polytope of rank <span class=""math""><em>q</em></span> whose edge-graph is isomorphic to a Cayley graph of the symmetric group <span class=""math""><em>S</em><sub><em>p</em></sub></span> associated with <span class=""math""><em>G</em></span>. The paper explores combinatorial symmetry properties of <span class=""math""><em>G</em></span>-graphicahedra, focussing in particular on transitivity properties of their automorphism groups. We present a detailed analysis of the graphicahedra for the <span class=""math""><em>q</em></span>-star graphs <span class=""math""><em>K</em><sub>1, <em>q</em></sub></span> and the <span class=""math""><em>q</em></span>-cycles <span class=""math""><em>C</em><sub><em>q</em></sub></span>. The <span class=""math""><em>C</em><sub><em>q</em></sub></span>-graphicahedron is intimately related to the geometry of the infinite Euclidean Coxeter group <span class=""math""><em>Ã</em><sub><em>q</em> − 1</sub></span> and can be viewed as an edge-transitive tessellation of the <span class=""math"">(<em>q</em> − 1)</span>-torus by <span class=""math"">(<em>q</em> − 1)</span>-dimensional permutahedra, obtained as a quotient, modulo the root lattice <span class=""math""><em>A</em><sub><em>q</em> − 1</sub></span>, of the Voronoi tiling for the dual root lattice <span class=""math""><em>A</em><sub><em>q</em> − 1</sub><sup> * </sup></span> in Euclidean <span class=""math"">(<em>q</em> − 1)</span>-space.",2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/203,5,2,383,405,51M20;05C15
345,AMC,Computers in Scientific Discovery 6 (CSD6),NA,CC BY 4.0,NA,2012-01-19T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/345,5,2,NA,NA,NA
295,AMC,"2-Groups that factorise as products of cyclic groups, and regular embeddings of complete bipartite graphs",10.26493/1855-3974.295.270,CC BY 4.0,"We classify those 2-groups <span class=""math""><em>G</em></span> which factorise as a product of two disjoint cyclic subgroups <span class=""math""><em>A</em></span> and <span class=""math""><em>B</em></span>, transposed by an automorphism of order <span class=""math"">2</span>. The case where <span class=""math""><em>G</em></span> is metacyclic having been dealt with elsewhere, we show that for each <span class=""math""><em>e</em> ≥ 3</span> there are exactly three such non-metacyclic groups <span class=""math""><em>G</em></span> with <span class=""math"">∣<em>A</em>∣ = ∣<em>B</em>∣ = 2<sup><em>e</em></sup></span>, and for <span class=""math""><em>e</em> = 2</span> there is one. These groups appear in a classification by Berkovich and Janko of <span class=""math"">2</span>-groups with one non-metacyclic maximal subgroup; we enumerate these groups, give simpler presentations for them, and determine their automorphism groups.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/295,6,1,155,170,20D15;05C10;20F05
271,AMC,Sharp spectral inequalities for connected bipartite graphs with maximal Q-index,10.26493/1855-3974.271.85e,CC BY 4.0,"The <span class=""math""><em>Q</em></span>-index of a simple graph is the largest eigenvalue of its signless Laplacian. As for the adjacency spectrum, we will show that in the set of connected bipartite graphs with fixed order and size, the bipartite graphs with maximal <span class=""math""><em>Q</em></span>-index are the double nested graphs. We provide a sequence of (in)equalities regarding the principal eigenvector of the signless Laplacian of double nested graphs and apply these results to obtain some lower and upper bounds for their <span class=""math""><em>Q</em></span>-index. In the end, we give some computational results in order to compare these bounds.",2012-05-31T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/271,6,1,171,185,05C50
118,AMC,The excluded minor structure theorem with planarly embedded wall,10.26493/1855-3974.118.3dd,CC BY 4.0,"<p>A graph is “nearly embedded” in a surface if it consists of graph <span class=""math""><em>G</em><sub>0</sub></span> that is embedded in the surface, together with a bounded number of vortices having no large transactions. It is shown that every large wall (or grid minor) in a nearly embedded graph, many rows of which intersect the embedded subgraph <span class=""math""><em>G</em><sub>0</sub></span> of the near-embedding, contains a large subwall that is planarly embedded within <span class=""math""><em>G</em><sub>0</sub></span>. This result provides some hidden details needed for a strong version of the Robertson and Seymour’s excluded minor theorem as presented in:</p><p>T. Böhme, K. Kawarabayashi, J. Maharry and B. Mohar, Linear connectivity forces large complete bipartite minors, <em>J. Combin. Theory, Ser. B</em> <strong>99</strong> (2009), 557–582.</p>",2012-07-11T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/118,6,2,187,196,05C10;05C82
